SerialID,Source,orgSerial,Grade,GradeName,Lesson,DifficultyLevel,DifficultyName,Question,A,B,C,D,Explanation,GPT-4o-mini,GPT-4o-mini-Correct,GPT4o-mini-Lesson
6358,الصفوف الدراسية,75,7,الصف الأول الإعدادي,أسلوب الشرط,2,متوسط الصعوبة,"""إِنَّ فِي ذَلِكَ لَعِبْرَةً لِمَنْ يَخْشَى "". الفعل (يخشى):",مرفوع,منصوب,مجزوم,مبني,(مَن) في الآية موصولةٌ، ولا تؤثِّر في المضارع بعدها.,تطبيقي,,
6359,الصفوف الدراسية,68,7,الصف الأول الإعدادي,أسلوب الشرط,2,متوسط الصعوبة,"""ومَن يعصِ الله ورسوله ويتعدَّ حدوده يدخله نارًا خالدًا فيها "". في الآية:",ثلاثة أفعال مجزومة,فعل واحد مجزوم,فعلان مجزومان,أربعة أفعال مجزومة,في الآية ثلاثة أفعال مجزومة: (يعصِ)؛ لأنَّه فعل الشرط، و (ويتعدَّ)؛ لأنَّه معطوف على فعل الشرط، و (يدخله)، وهو فعل جواب الشرط.,تطبيقي,,
6360,الصفوف الدراسية,70,7,الصف الأول الإعدادي,أسلوب الشرط,2,متوسط الصعوبة,...... تثن على ذوي الفضل يثن عليك ذووه. أداة الشرط المناسبة للجملة:,متى,مَنْ,لو,إذا,(متى) أداة شرطٍ جازمة للزَّمان.,تطبيقي,,
6361,الصفوف الدراسية,72,7,الصف الأول الإعدادي,أسلوب الشرط,2,متوسط الصعوبة,"""وإن تشكروا يرضه لكم "". (يرضه):",مجزوم بحذف حرف العلة,مجزوم بالسكون,مرفوع بالضمة الظاهرة,مرفوع بالضمة المقدرة,الفعل المضارع (يرضه) مجزوم بحذف حرف العلَّة (أصله يرضاه).,تطبيقي,,
6362,الصفوف الدراسية,43,7,الصف الأول الإعدادي,أسلوب الشرط,3,صعب,حيثما يعودنا ضيف نعوده. لتصحيح هذه الجملة:,حيثما يعدنا ضيف نعده,حيثما يعودنا ضيف فنعوده,حيثما يعدنا ضيف نعوده,حيثما يعودنا ضيف نعده,الصَّواب: حيثما يعدنا ضيف نعده.,تطبيقي,,
6363,الصفوف الدراسية,44,7,الصف الأول الإعدادي,أسلوب الشرط,3,صعب,إن يقرأ الناس تزد ثقافتهم - متى يقرأ الناس تزدد ثقافتهم.,الجملتان صحيحتان,الجملتان غير صحيحتين,الجملة الأولى صحيحة – والثانية غير صحيحة,الجملة الأولى غير صحيحة – والثانية صحيحة,الجملتان الواردتان صحيحتان (تزد: أصله تزيد – وتزدد: أصله تزداد).,تطبيقي,,
6364,الصفوف الدراسية,35,7,الصف الأول الإعدادي,أسلوب الشرط,3,صعب,جملة واحدة مما يلي صحيحة:,متى تدعوا الله يستجب لكم,متى تدعوا الله يستجيب لكم,متى تدعُ الله يستجيب لكم,متى تدعُ الله يستجب لكم,الفعل المضارع (تدعوا) مجزوم بحذف النون، والفعل المضارع (يستجب) مجزوم بالسكون.,تطبيقي,,
6365,الصفوف الدراسية,31,7,الصف الأول الإعدادي,أسلوب الشرط,3,صعب,إن تلتزموا بقوانين المرور لا ....... بحوادث.,تصابوا,تصابون,تصيبكم,تصيبون,الفعل (تصابوا) مجزوم بحذف النون، و (لا) النافية لا تؤثِّر في الفعل المضارع.,تطبيقي,,
6366,الصفوف الدراسية,40,7,الصف الأول الإعدادي,أسلوب الشرط,3,صعب,متى دعاكَ الوطن أجبته مسرعًا. باستبدال فعلَين مضارعَين بالفعلَين الموجودَين نقول:,متى يدعُكَ الوطن تجبه مسرعًا,متى يدعوكَ الوطن تجبه مسرعًا,متى يدعكَ الوطن تجيبه مسرعًا,متى يدعيكَ الوطن تجبه مسرعًا,الصواب: متى يدعُكَ (مجزوم بحذف حرف العلَّة) الوطن تجبه (مجزوم بالسكون، وحُذِفت الياء لعدم تجاور حرفَين ساكنَين) مسرعًا.,تطبيقي,,
6367,الصفوف الدراسية,54,7,الصف الأول الإعدادي,أسلوب الشرط,3,صعب,الذين يحسنون إلى الفقراء ينالون ما يتمنون. باستبدال (مَن) الشرطية بـ (الذين) نقول:,مَن يحسنوا إلى الفقراء ينالوا ما يتمنون,مَن يحسنون إلى الفقراء ينالون ما يتمنون,مَن يحسنوا إلى الفقراء ينالوا ما يتمنوا,مَن يحسنون إلى الفقراء ينالون ما يتمنوا,الأفعال الخمسة تُجزَم بحذف النُّون.,تطبيقي,,
6368,الصفوف الدراسية,86,7,الصف الأول الإعدادي,أنواع الخبر,1,سهل,أنابيب البترول توجد تحت الأرض. خبر المبتدأ في الجملة نوعه:,جملة فعليَّة,مفرد,جملة اسميَّة,شبه جملة,خبر المبتدأ في الجملة هو الجملة الفعليَّة (توجد) .,تطبيقي,,
6369,الصفوف الدراسية,83,7,الصف الأول الإعدادي,أنواع الخبر,1,سهل,جملة الخبر (خبر المبتدأ) تكون في محلِّ:,رفع,جر,نصب,جَزم,جملة الخبر (خبر المبتدأ) تكون في محل رفع.,قواعد نظرية,,
6370,الصفوف الدراسية,105,7,الصف الأول الإعدادي,أنواع الخبر,1,سهل,أصبح ....... يشكرون الله .,المسلمون,المسلمِين (بكسر الميم الثانية),المسلمات,المسلمَين (بفتح الميم الثانية),(كان) وأخواتها ترفع الاسم، وتنصب الخبر.,تطبيقي,,
6371,الصفوف الدراسية,80,7,الصف الأول الإعدادي,أنواع الخبر,1,سهل,اللاعبون ماهرون. المبتدأ في الجملة مرفوع، وعلامة الرفع:,الواو,الألف,الضمة,ثبوت النون,جمع المذكَّر السالم يُرفَع بالواو، ويُنصَب ويُجَرُّ بالياء.,قواعد نظرية,,
6372,الصفوف الدراسية,119,7,الصف الأول الإعدادي,أنواع الخبر,1,سهل,الكتاب مفيد لصاحبه. نوع الخبر في الجملة:,مفرد,جملة اسمية,جملة فعلية,شبه جملة,الخبر في الجملة (مفرد)، وهو كلمة (مفيد).,تطبيقي,,
6373,الصفوف الدراسية,103,7,الصف الأول الإعدادي,أنواع الخبر,1,سهل,أنواع الخبر: مفرد، و....... ، وشبه جملة.,جملة,مثنَّى,جمع,مذكَّر,أنواع الخبر: مفرد، وجملة، وشبه جملة.,قواعد نظرية,,
6374,الصفوف الدراسية,116,7,الصف الأول الإعدادي,أنواع الخبر,1,سهل,ما زال المهندس في المصنع. شبه الجملة (في المصنع) وقعت في محلِّ:,نصب,رفع,جرٍّ,جَزم,شبه الجملة (في المصنع) وقعت في محلِّ نصب خبر (ما زال) .,قواعد نظرية,,
6375,الصفوف الدراسية,91,7,الصف الأول الإعدادي,أنواع الخبر,1,سهل,إننا ....... على العلم.,حريصون,حريصِين,حريصَين,حريص,(إنَّ) وأخواتها تنصب الاسم، وترفع الخبر، وخبرها في الجملة مرفوع بالواو؛ لأنه جمع مذكَّر سالم.,تطبيقي,,
6376,الصفوف الدراسية,213,7,الصف الأول الإعدادي,أنواع الخبر,2,متوسط الصعوبة,إنَّ الألحان رائعة. علامة إعراب كلمة (الألحان) هي:,الفتحة,الضَّمَّة,الألف,الكسرة,إعراب كلمة (الألحان) : اسم (إنَّ) منصوب، وعلامة النصب الفتحة؛ لأنَّها جمع تكسير.,قواعد نظرية,,
6377,الصفوف الدراسية,193,7,الصف الأول الإعدادي,أنواع الخبر,2,متوسط الصعوبة,السمكة ....... أكمل بخبر جملة فعلية.,تعوم في الماء,عائمة في الماء,في الماء,في الشبكة,الجملة الفعلية تتكوَّن من الفعل والفاعل.,تطبيقي,,
6378,الصفوف الدراسية,196,7,الصف الأول الإعدادي,أنواع الخبر,2,متوسط الصعوبة,المعلِّمة تهتمُّ بتعليم الطالبات. خبر المبتدأ في الجملة:,الجملة الفعليَّة (تهتمُّ),شبه الجملة (بتعليم),المفرد (كلمة: الطالبات),ضمير مستتر,خبر المبتدأ في الجملة نوعه: جملة فعليَّة (تهتمُّ) .,تطبيقي,,
6379,الصفوف الدراسية,210,7,الصف الأول الإعدادي,أنواع الخبر,2,متوسط الصعوبة,إنَّ الطالب ملابسه نظيفة. إعراب كلمة (ملابسه) :,مبتدأ,اسم (إنَّ),خبر (إنَّ),مضاف إليه,خبر (إنَّ) في الجملة نوعه: جملة اسميَّة.,تطبيقي,,
6380,الصفوف الدراسية,199,7,الصف الأول الإعدادي,أنواع الخبر,2,متوسط الصعوبة,(الإيمان) (محلُّه) القلب.,المبتدأ الأوَّل خبره جملة اسميَّة، والثاني خبره مفرد,المبتدأ الأوَّل خبره مفرد، والثاني خبره جملة اسميَّة,المبتدأ الأوَّل والثاني خبرهما مفرد,المبتدأ الأوَّل والثاني خبرهما جملة اسميَّة,المبتدأ الأوَّل خبره جملة اسميَّة، والمبتدأ الثاني خبره مفرد.,تطبيقي,,
6381,الصفوف الدراسية,236,7,الصف الأول الإعدادي,أنواع الخبر,2,متوسط الصعوبة,الحق معنا. نوع الخبر في الجملة السابقة:,شبه جملة,مفرد,جملة اسمية,جملة فعلية,(مع) ظرف.,قواعد نظرية,,
6382,الصفوف الدراسية,187,7,الصف الأول الإعدادي,أنواع الخبر,2,متوسط الصعوبة,إذا كان المبتدأ جمع مؤنَّث سالمًا فإنه يُرفَع بـ .......,الضمة,الألف,الواو,ثبوت النون,جمع المؤنَّث السالم يُرفَع بالضمة، ويُنصَب ويُجَرُّ بالكسرة.,قواعد نظرية,,
6383,الصفوف الدراسية,198,7,الصف الأول الإعدادي,أنواع الخبر,2,متوسط الصعوبة,(الفاكهة) (طعمها) يعجب الناس.,المبتدأ الأوَّل خبره جملة اسميَّة، والثاني خبره جملة فعليَّة,المبتدأ الأوَّل خبره مفرد، والثاني خبره جملة اسميَّة,المبتدأ الأوَّل خبره مفرد، والثاني خبره مفرد,المبتدأ الأوَّل خبره جملة فعليَّة، والثاني خبره جملة فعليَّة,المبتدأ الأوَّل خبره جملة اسميَّة، والمبتدأ الثاني خبره جملة فعليَّة.,تطبيقي,,
6384,الصفوف الدراسية,226,7,الصف الأول الإعدادي,أنواع الخبر,2,متوسط الصعوبة,كانت الفاكهة طعمها لذيذ. إذا أردنا أن نجعل الخبر الجملة الاسميَّة خبرًا مفردًا فإنَّ الصواب ممَّا يلي هو:,كانت الفاكهة لذيذة الطعم,كانت الفاكهة يزداد طعمها حلاوةً,كان للفاكهة طعم لذيذ,كان الفاكهة لذيذة,الصواب: كانت الفاكهة لذيذة الطعم.,تطبيقي,,
6385,الصفوف الدراسية,234,7,الصف الأول الإعدادي,أنواع الخبر,2,متوسط الصعوبة,صارت قضية الإرهاب في مصر قضية الساعة. الخبر هنا نوعه:,مفرد,جملة اسمية,شبه جملة,جملة فعلية,الخبر في جملة (صارت قضيَّة الإرهاب في مصر قضيَّة السَّاعة) مفرد (كلمة قضيَّة).,تطبيقي,,
6386,الصفوف الدراسية,211,7,الصف الأول الإعدادي,أنواع الخبر,2,متوسط الصعوبة,ليت المدرسة أسوارها عالية. إعراب كلمة (عالية) :,خبر المبتدأ مرفوع,خبر (ليت) مرفوع,خبر (ليت) منصوب,مضاف إليه,خبر (ليت) في الجملة نوعه: جملة اسميَّة.,تطبيقي,,
6387,الصفوف الدراسية,241,7,الصف الأول الإعدادي,أنواع الخبر,2,متوسط الصعوبة,الإيمان الصادق بالله ينشر في القلب ينابيع الرحمة. نوع الخبر في الجملة:,جملة فعلية,جملة اسمية,مفرد,شبه جملة,نوع الخبر في الجملة جملة فعليَّة (يتضاعف حجمها باستمرارٍ).,تطبيقي,,
6388,الصفوف الدراسية,209,7,الصف الأول الإعدادي,أنواع الخبر,2,متوسط الصعوبة,ليت الصِّحة (تدوم) – ليست الصِّحة (تدوم) .,جملة (تدوم) الأولى وقعت في محلِّ رفع، والثانية في محلِّ نصب,جملة (تدوم) الأولى وقعت في محلِّ نصب، والثانية في محلِّ رفع,جملة (تدوم) في الجملتَين وقعت في محلِّ رفع,جملة (تدوم) في الجملتَين وقعت في محلِّ نصب,جملة (تدوم) الأولى وقعت في محلِّ رفع خبر (ليت) ، والثانية وقعت في محلِّ نصب خبر (ليس) .,تطبيقي,,
6389,الصفوف الدراسية,190,7,الصف الأول الإعدادي,أنواع الخبر,2,متوسط الصعوبة,الرجل في البيت. نوع الخبر في الجملة:,شبه جملة,مفرد,جملة اسمية,جملة فعلية,شبه الجملة تتكوَّن من الجارِّ والمجرور، أو الظرف.,قواعد نظرية,,
6390,الصفوف الدراسية,169,7,الصف الأول الإعدادي,أنواع الخبر,3,صعب,أضحت الفتاة أخلاقها (مهذبة)- أضحت الفتاة (مهذبة) الأخلاق.,الكلمة الأولى مرفوعة، والكلمة الثانية منصوبة,الكلمة الأولى منصوبة، والكلمة الثانية مرفوعة,الكلمتان مرفوعتان,الكلمتان منصوبتان,خبر (أضحى) في الجملة الأولى نوعه: جملة اسمية، وخبر (أضحى) في الجملة الثانية نوعه: مفرد.,تطبيقي,,
6391,الصفوف الدراسية,137,7,الصف الأول الإعدادي,أنواع الخبر,3,صعب,"""من المؤمنين رجال صدقوا ما عاهدوا الله عليه "" . إذا كانت كلمة (رجال) قد وقعت مبتدأ فإن خبرها نوعه:",شبه جملة,مفرد,جملة اسمية,جملة فعلية,يتقدَّم الخبر على المبتدأ إذا كان المبتدأ نكرةً والخبر شبه جملة.,تطبيقي,,
6392,الصفوف الدراسية,130,7,الصف الأول الإعدادي,أنواع الخبر,3,صعب,العائد أو الرابط هو ضمير يتَّصل بالخبر .......,الجملة,المفرد,شبه الجملة,المثنَّى,العائد أو الرابط هو ضمير يتَّصل بجملة الخبر.,قواعد نظرية,,
6393,الصفوف الدراسية,170,7,الصف الأول الإعدادي,أنواع الخبر,3,صعب,المهندس ما زال في المصنع. اسم (ما زال) في الجملة هو:,ضمير مستتر,كلمة (المهندس),شبه الجملة (في المصنع),حرف الجر (في),إذا تقدَّم الفاعل (أو اسم الفعل الناقص) على الفعل .. أصبح (مبتدأ) ، والفاعل (أو اسم الفعل الناسخ) يكون ضميرًا مستترًا.,تطبيقي,,
6394,الصفوف الدراسية,180,7,الصف الأول الإعدادي,أنواع الخبر,3,صعب,"""ثم إنكم يوم القيامة عند ربكم تختصمون "". نوع خبر (إن) في الآية:",جملة فعلية,مفرد,جملة اسمية,شبه جملة,نوع خبر (إنَّ) في الآية: جملة فعليَّة (تختصمون).,قواعد نظرية,,
6395,الصفوف الدراسية,164,7,الصف الأول الإعدادي,أنواع الخبر,3,صعب,ما زال اللص يجري. بتحويل خبر (ما زال) الجملة إلى خبر مفرد تصبح الجملة:,ما زال اللصُّ جاريًا,ما زال اللص جاري,ما زال اللص جارٍ,ما زال اللصَّ جاريًا,الصواب هو: مازال اللصُّ جاريًا؛ لأن (ما زال) من الأفعال التي ترفع الاسم وتنصب الخبر.,تطبيقي,,
6396,الصفوف الدراسية,152,7,الصف الأول الإعدادي,أنواع الخبر,3,صعب,إن المسلم يعمل بإخلاص. بتحويل خبر (إن) في الجملة إلى خبر مفرد تصبح الجملة:,إن المسلم عاملٌ بإخلاص,إن المسلم يعمل مخلصًا,إن المسلم عاملا بإخلاص,إن المسلم يعمل بكل بإخلاص,(إنَّ) وأخواتها تنصب الاسم، وترفع الخبر.,تطبيقي,,
6397,الصفوف الدراسية,178,7,الصف الأول الإعدادي,أنواع الخبر,3,صعب,كان حاتمُ بحرا يفيض عطاؤه بالخير. خبر (كان) في الجملة نوعه:,مفرد,جملة اسمية,شبه جملة,جملة فعلية,خبر (كان) في جملة (كان حاتمُ بحرًا يفيض عطاؤه بالخير) مفرد (كلمة بحرًا).,قواعد نظرية,,
6398,الصفوف الدراسية,184,7,الصف الأول الإعدادي,أنواع الخبر,3,صعب,(لعل) لصديقك عذرًا و (أنت) تلومه. خبر (لعلَّ) وخبر (أنت) على الترتيب:,شبه جملة وجملة فعلية,مفرد وشبه جملة,شبه جملة وجملة اسمية,مفرد وجملة,خبر (لعلَّ) شبه جملة (لصديقك) وهي خبر مقدَّم - وخبر (أنت) جملة فعليَّة (تلومه).,تطبيقي,,
6399,الصفوف الدراسية,181,7,الصف الأول الإعدادي,أنواع الخبر,3,صعب,النجاح في الحياة طريقه سهل - النجاح في الحياة طريقة سهلة. نوع الخبر في الجملتين على الترتيب:,جملة اسمية - مفرد,مفرد – جملة اسمية,جملة اسمية - جملة اسمية,مفرد – مفرد,الخبر في الجملة الأولى هو الجملة الاسميَّة (طريقه سهل) - وفي الجملة الثَّانية مفرد وهو كلمة (طريقة).,تطبيقي,,
6400,الصفوف الدراسية,166,7,الصف الأول الإعدادي,أنواع الخبر,3,صعب,ليس النجاح صعبا على المجتهدين. خبر (ليس) في الجملة نوعه .......,مفرد,جملة اسمية,جملة فعلية,شبه جملة,خبر (ليس) في الجملة نوعه: مفرد، وهو كلمة (صعبا) .,تطبيقي,,
6401,الصفوف الدراسية,127,7,الصف الأول الإعدادي,أنواع الخبر,3,صعب,الأطباء يعالجون المرضى. الرابط في جملة الخبر هو .......,الواو,الأطباء,يعالجون,المرضى,جملة الخبر لا بد أن تشتمل على ضميرٍ يعود على المبتدأ، ويُسَمَّى العائد أو الرابط.,تطبيقي,,
6402,الصفوف الدراسية,158,7,الصف الأول الإعدادي,أنواع الخبر,3,صعب,"""إنَّ الله عنده علم الساعة "" . خبر (إنَّ) في الجملة نوعه:",جملة اسميَّة,جملة فعليَّة,مفرد,شبه جملة,"خبر (إنَّ) في الجملة هو الجملة الاسميَّة المكوَّنة من شبه الجملة والمبتدأ في قوله – تعالى - : ""عنده علم الساعة "" .",تطبيقي,,
6403,الصفوف الدراسية,134,7,الصف الأول الإعدادي,أنواع الخبر,3,صعب,الإخلاص في العمل مطلوب. نوع خبر المبتدأ في الجملة .......,مفرد,جملة اسمية,جملة فعلية,شبه جملة,الخبر في الجملة هو كلمة (مطلوب) وليس شبه الجملة (في العمل) .,تطبيقي,,
6404,الصفوف الدراسية,179,7,الصف الأول الإعدادي,أنواع الخبر,3,صعب,أضحت (الآبار) (مياهها) كثيرة.,مرفوعة – مرفوعة,منصوبة – مرفوعة,منصوبة – منصوبة,مرفوعة – منصوبة,أضحت الآبار (اسم أضحى مرفوع) مياهها (مبتدأ مرفوع) كثيرة.,تطبيقي,,
6405,الصفوف الدراسية,175,7,الصف الأول الإعدادي,أنواع الخبر,3,صعب,شبابنا عليهم واجب مقدس. نوع الخبر في الجملة:,جملة اسميَّة,جملة فعليَّة,مفرد,شبه جملةٍ,الخبر في الجملة هو الجملة الاسميَّة: عليهم (شبه جملة خبر مقدَّم) واجب (مبتدأ مؤخَّر).,تطبيقي,,
6406,الصفوف الدراسية,176,7,الصف الأول الإعدادي,أنواع الخبر,3,صعب,الزهور رائحتها منتشرة - الزهور منتشرة رائحتها. نوع الخبر في الجملتين:,جملة - مفرد,مفرد – مفرد,جملة - جملة,مفرد - جملة,الزُّهور رائحتها منتشرة (الخبر هو الجملة الاسميَّة رائحتها منتشرة) - الزهور منتشرة رائحتها (الخبر مفرد، وهو كلمة منتشرة).,تطبيقي,,
6407,الصفوف الدراسية,142,7,الصف الأول الإعدادي,أنواع الخبر,3,صعب,إنَّ الحقول منظرها جميل. إعراب كلمة (منظرها) :,مبتدأ,خبر,مضاف إليه,خبر (إن),خبر (إنَّ) في الجملة نوعه: جملة اسمية.,تطبيقي,,
6408,الصفوف الدراسية,450,7,الصف الأول الإعدادي,بناء الفعل للمجهول,1,سهل,"""إذا جاء رمضان فُتِحت أبواب الجنَّة ... "". علامة إعراب (أبواب) هي:",الضَّمَّة,الفتحة,الكسرة,الفتحة المقدرة,إعراب كلمة (أبواب): نائب فاعل مرفوع، وعلامة الرفع الضَّمَّة؛ لأنَّه جمع تكسيرٍ.,تطبيقي,,
6409,الصفوف الدراسية,445,7,الصف الأول الإعدادي,بناء الفعل للمجهول,1,سهل,أعاد الطالب الإجابة. عند بناء هذه الجملة للمجهول تصبح:,أُعِيدت الإجابة,أُعادت الإجابة,أُعِيد الإجابة,أُعاد الإجابة,عند بناء الفعل الماضي للمجهول نضمُّ الحرف الأول، ونكسر ما قبل الآخر، فإذا كان ما قبل الآخر ألفًا تُقلَب إلى ياء، ويُكسَر ما قبلها.,تطبيقي,,
6410,الصفوف الدراسية,454,7,الصف الأول الإعدادي,بناء الفعل للمجهول,1,سهل,"""وإن عاقبتم فعاقبوا بمثل ما عوقبتم به "". التاء في (عاقبتم) والتاء في (عوقبتم) بالترتيب:",فاعل – نائب فاعل,نائب فاعل – نائب فاعل,مفعول به – نائب فاعل,مفعول به – فاعل,(عاقبتم) مبنيٌّ للمعلوم، أمَّا (عُوقِبتم) فمبنيٌّ للمجهول.,تطبيقي,,
6411,الصفوف الدراسية,458,7,الصف الأول الإعدادي,بناء الفعل للمجهول,1,سهل,عند الامتحان يكرم المرء أو يهان. إعراب (المرء):,نائب فاعل,فاعل,مفعول به,مبتدأ مؤخر,(يُكرَم) في الجملة مبنيٌّ للمجهول.,تطبيقي,,
6412,الصفوف الدراسية,444,7,الصف الأول الإعدادي,بناء الفعل للمجهول,1,سهل,(نصر الله المؤمنين) عند بناء هذه الجملة للمجهول تصبح:,نُصِر المؤمنون (بضمِّ النُّون، وكسر الصَّاد),نُصِر المؤمنِين (بضمِّ النُّون، وكسر الصَّاد),نُصَر المؤمنون (بضمِّ النُّون، وفتح الصَّاد),نُصَر المؤمنِين (بضمِّ النُّون، وفتح الصَّاد),يُضَمُّ أول الفعل الماضي المبنيِّ للمجهول، ويُكسَر ما قبل آخره.,تطبيقي,,
6413,الصفوف الدراسية,462,7,الصف الأول الإعدادي,بناء الفعل للمجهول,1,سهل,ساعدني المعلم في طلب العلم. ببناء الجملة للمجهول (وتحديد نائب الفاعل):,سوعدت في طلب العلم - تاء الفاعل,سوعدت في طلب العلم - تاء التأنيث,سوعدت في طلب العلم - ضمير مستتر,سعدت في طلب العلم - تاء الفاعل,نائب الفاعل في الجملة (سُوعِدتُ في طلب العلم) هو تاء الفاعل.,تطبيقي,,
6414,الصفوف الدراسية,519,7,الصف الأول الإعدادي,بناء الفعل للمجهول,2,متوسط الصعوبة,إذا أردنا بناء الفعل (استخدم) للمجهول فإننا .......,نضمُّ الحرف الأول والثالث، ونكسر ما قبل الآخر,نضمُّ الحرف الأول والثاني، ونكسر ما قبل الآخر,نضمُّ الحرف الأول والثالث، ونفتح ما قبل الآخر,نضمُّ الحرف الأول، ونكسر ما قبل الآخر,إذا كان الفعل المراد بناؤه للمجهول خماسيًّا أو سداسيًّا مبدوءًا بألف وصل، نضمُّ الحرف الأول والثالث، ونكسر ما قبل الآخر.,تطبيقي,,
6415,الصفوف الدراسية,533,7,الصف الأول الإعدادي,بناء الفعل للمجهول,2,متوسط الصعوبة,حدِّد المختلف فيما يلي:,ما يحدث للفعل في: (تقبل المؤمن قضاء الله) عند بنائه للمجهول,ما يحدث للفعل في: (تقبل المعلِّمة الدَّعوة) عند بنائه للمجهول,ما يحدث للفعل في: (ترسل البنت الرِّسالة) عند بنائه للمجهول,ما يحدث للفعل في: (تقرأ الفتاة القصَّة) عند بنائه للمجهول,(تقبل) في (تقبل المؤمن قضاء الله)، هو فعلٌ ماضٍ خماسيٌّ، يُضَمُّ أوَّله وثانيه ويُكسَر ما قبل آخره، عند بنائه للمجهول – وبقيَّة الأفعال جميعها مضارعة (يُضَمُّ أوَّلها، ويُفتَح ما قبل آخرها، عند البناء للمجهول).,قواعد نظرية,,
6416,الصفوف الدراسية,550,7,الصف الأول الإعدادي,بناء الفعل للمجهول,2,متوسط الصعوبة,عاقبت أخويك. عند بناء الفعل للمجهول تصير الجملة:,عوقب أخواك,عوقبت أخواك,عوقب أخويك,عوقب أخوك,إذا كان الماضي المراد بناؤه للمجهول رباعيًّا والثَّاني ألف، تُقلَب ألفه إلى واوٍ.,تطبيقي,,
6417,الصفوف الدراسية,512,7,الصف الأول الإعدادي,بناء الفعل للمجهول,2,متوسط الصعوبة,هدانا الله إلى الحقِّ. إعراب لفظ الجلالة (الله):,فاعل,نائب فاعل,مضاف إليه,مفعول به,الفاعل هو مَن يقوم بالفعل.,تطبيقي,,
6418,الصفوف الدراسية,534,7,الصف الأول الإعدادي,بناء الفعل للمجهول,2,متوسط الصعوبة,ـ حضر العامل الذي يُدعَى .....,محمَّدًا,محمَّدٌ (بالضَّمِّ),محمَّدٍ,محمَّدَ,رغم أنَّ (يُدعَى) مبنيٌّ للمجهول، فإنَّ إعراب (محمَّدًا) مفعول به (ونائب الفاعل ضميرٌ مستترٌ).,تطبيقي,,
6419,الصفوف الدراسية,539,7,الصف الأول الإعدادي,بناء الفعل للمجهول,2,متوسط الصعوبة,المصريون عرفوا بالشهامة. واو الجماعة في (عرفوا) ضمير مبني في محل:,رفع نائب فاعل,رفع فاعل,نصب مفعول به,جر مضاف إليه,الفعل (عرفوا) مبنيٌّ للمجهول.,قواعد نظرية,,
6420,الصفوف الدراسية,530,7,الصف الأول الإعدادي,بناء الفعل للمجهول,2,متوسط الصعوبة,حدِّد المختلف فيما يلي:,إعراب (الثَّمرة) في: تنال الثَّمرة بالاجتهاد,إعراب (الثَّمرة) في: أنت تنال الثَّمرة بالاجتهاد,إعراب (الجائزة) في: المتفوِّق ينال الجائزة,إعراب (النَّجاح) في: المتفوِّقة تنال النَّجاح,كلمة (الثَّمرة) تُعرَب نائب فاعلٍ في جملة (تنال الثَّمرة بالاجتهاد) فقط – ومفعولا به في بقيَّة الجمل.,تطبيقي,,
6421,الصفوف الدراسية,545,7,الصف الأول الإعدادي,بناء الفعل للمجهول,2,متوسط الصعوبة,عاتبني المعلم بسبب تقصيري. بعد بناء الفعل للمجهول تصير:,عوتبت بسبب تقصيري,عتبت بسبب تقصيري,أعاتب بسبب تقصيري,يعاتبني بسبب تقصيري,إذا كان الماضي المراد بناؤه للمجهول رباعيًّا والثَّاني ألف، تُقلَب ألفه إلى واوٍ.,تطبيقي,,
6422,الصفوف الدراسية,547,7,الصف الأول الإعدادي,بناء الفعل للمجهول,2,متوسط الصعوبة,يستشيرنا الناس في المعضلات. عند بناء الجملة للمجهول تصبح:,نُستشار في المعضلات,يستشار الناس في المعضلات,اُستُشِير الناس في المعضلات,اُستُشِرنا في المعضلات,إذا كان المضارع المراد بناؤه للمجهول قبل آخره واو أو ياء، تُقلَب إلى ألفٍ.,تطبيقي,,
6423,الصفوف الدراسية,501,7,الصف الأول الإعدادي,بناء الفعل للمجهول,3,صعب,مَن يُؤتَ (الحكمة) فقد أُوتِي (الخير) كلّه.,منصوبة – منصوبة,منصوبة – مرفوعة,مرفوعة – منصوبة,مرفوعة – مرفوعة,مَن يُؤتَ الحكمة (مفعول به منصوب) فقد أُوتِي الخير (مفعول به منصوب) كلّه (لاحظ أنَّ نائب الفاعل مستتر بعد الفعلَين .. تقديره هو).,تطبيقي,,
6424,الصفوف الدراسية,497,7,الصف الأول الإعدادي,بناء الفعل للمجهول,3,صعب,حدِّد المختلف فيما يلي:,ما يحدث لألف (أشار) عند بنائه للمجهول,ما يحدث للألف الثَّانية في (آتى) بهمزة المدِّ عند بنائه للمجهول,ما يحدث للألف الثَّانية في (آثر) بهمزة المدِّ عند بنائه للمجهول,ما يحدث لألف (سابَقَ) عند بنائه للمجهول,هناك ألف ثانية غير ظاهرةٍ ستُقلَب إلى واوٍ عند بناء (آثر – آتى) بالإضافة إلى (سابق)، للمجهول (أُوثِر – أُوتِي – سُوبِق) - أمَّا (أشار) فتُقلَب ألفه قبل الأخيرة إلى ياء عند بنائه للمجهول (أُشِير).,قواعد نظرية,,
